,means_per_cluster_mu_fg_ADM,means_per_cluster_mu_fg_B-cells,means_per_cluster_mu_fg_Ductal-like1,means_per_cluster_mu_fg_Ductal-like2,means_per_cluster_mu_fg_Endothelial,means_per_cluster_mu_fg_Fibroblasts,means_per_cluster_mu_fg_Islets,means_per_cluster_mu_fg_Low quality,means_per_cluster_mu_fg_Macrophages,means_per_cluster_mu_fg_Mast,means_per_cluster_mu_fg_Other_doublets,means_per_cluster_mu_fg_Plasma,means_per_cluster_mu_fg_T-cells,means_per_cluster_mu_fg_Tumor
AC078909.1,0.887107,0.3192545,0.46556067,0.24435273,0.88290447,0.05691036,0.33336115,0.3219055,0.012325719,0.25272104,1.2591194,0.0360242,0.0040647765,0.21873222
AC078909.2,0.9764672,0.5597431,0.83411664,0.44461814,0.67931575,0.04308035,0.6309496,0.3558794,0.0086406,0.48013154,0.58869076,0.0405965,0.0054123774,0.10186657
AC068875.1,0.72876024,0.34438482,0.8030708,0.49176764,0.57538295,0.03823441,0.5831441,0.25208178,0.019655412,0.39896026,0.7091598,0.059120987,0.0053118938,0.058383804
TMCO5A,1.0035965,0.89009744,0.975564,1.3400403,0.85984904,0.8060326,1.0561368,0.8148273,0.68590075,0.74597937,0.82053494,0.98561305,0.71661997,0.7377922
LINC02345,0.81185466,0.83316904,0.80521464,0.7723756,0.9678449,0.25535414,0.58273,0.7206922,0.18643509,0.7426203,0.31833816,0.2334313,0.014509977,0.02766502
LINC01852,0.9108804,0.98069847,0.9393293,0.9832061,1.1099195,0.7167037,0.8267775,0.9601937,0.9584766,1.0220958,1.1237437,0.6845749,0.4383842,0.51279247
AC087473.1,0.8802607,0.7903855,0.8370264,0.8822652,0.9577663,0.8186093,0.9857573,0.78619176,0.67483336,0.8484258,0.96390516,0.7041556,0.48038074,0.4512099
SPRED1,0.6614486,0.20325838,2.865619,3.2263,1.1263752,4.11251,1.6158446,1.6189373,6.3682504,0.9096406,1.8242483,0.18807295,0.2008723,4.9713483
FAM98B,0.888421,0.6078164,1.9359733,0.40180054,0.51300913,0.31263202,0.4827565,0.50899893,0.38771775,0.68400353,0.6399378,0.44637522,0.24657921,0.7802959
RASGRP1,0.7815095,0.9061459,0.3251146,0.09700477,0.52637774,0.39091524,1.4800503,0.9796789,0.30176508,0.41339514,1.6614842,0.9095272,3.5781126,0.687555
AC116158.3,1.1312497,0.5575101,0.8344085,0.64522403,0.69141996,0.094429106,0.5905956,0.474296,0.026895389,0.5443501,0.7481901,0.14235319,0.06733914,0.04626939
AC116158.1,0.6886562,0.9881125,1.0074607,0.9099665,0.8873335,1.2193487,0.97204584,0.865052,0.49468955,0.86975044,0.9165315,1.0113246,0.3295792,0.2954657
AC116158.2,0.8873526,0.89015335,0.99269027,0.5878063,1.0040952,0.36648282,0.7324679,0.8156241,0.038382363,0.7291829,0.8160598,0.27565217,0.0786523,0.04151597
LINC02694,0.9023454,0.24254395,1.0137997,0.31534296,0.7156865,1.8619165,0.26712,3.3321295,0.990546,0.55958444,0.7179653,1.1389529,7.857739,5.8231964
AC022929.1,0.99302727,1.013927,0.96867234,1.0009768,1.0133669,0.8433955,0.9277847,1.028079,0.745743,0.91453725,0.86683387,0.9598276,0.71844655,0.6627425
AC022929.2,0.8918117,0.54093546,0.86263543,0.38822654,0.62294495,0.031095898,0.48001525,0.54864275,0.03358778,0.59875953,0.8917972,0.04236803,0.12356948,0.06231236
AC013652.1,0.60840654,0.19006193,0.38753426,0.59264827,0.548265,0.9169988,2.3259807,3.1002305,0.4274931,0.7872719,0.8034689,0.40290883,2.9761238,18.39021
AC087878.1,1.0876567,0.93064535,0.9332552,1.0051609,0.9659296,0.8217026,1.0448738,0.8323632,0.27104098,0.90337515,1.0138682,0.7393054,0.21472585,0.37706873
AC113146.1,0.80586034,0.67112285,0.88134,1.0010114,0.8922444,0.7231071,0.8749898,1.0406005,0.84279275,0.9825526,1.0581634,0.8183884,0.76246357,0.8321004
C15orf54,0.91201407,0.6119972,1.0701089,0.41099262,0.83661705,0.0376139,0.43769464,0.648924,0.009939779,0.6579191,1.1268903,0.040957525,0.005667859,0.09556904
AC013652.2,0.840282,0.82050735,0.87750876,1.1127359,1.0385655,0.79691285,0.8747694,0.93847567,0.40866628,0.9076707,0.8199905,0.584901,0.15710953,0.3539291
AC109630.1,0.82258,0.55263054,0.67066145,0.3217282,0.76124936,0.02962708,0.47097805,0.6359867,0.17421964,0.37382638,0.890212,0.037784256,0.0073986333,0.012089473
AC022196.1,1.1375576,0.92260987,1.0647379,0.8324045,0.98514056,0.7691572,0.82410383,1.0596193,0.7830966,0.85927117,0.9469137,0.9026633,0.93083537,0.49963588
THBS1,1.0735406,0.32858497,0.5866082,0.21882042,0.8022455,2.2406862,0.25226164,1.5593187,2.7838037,0.553911,0.75403225,0.8567696,0.07432427,0.38329795
AC037198.1,0.738247,0.4606961,0.80320096,0.4721668,0.71239024,0.32301274,0.39809552,0.84247935,0.37142146,0.35837045,0.826996,0.13483374,0.0050769094,0.046262775
AC037198.2,0.9368666,0.8506032,0.9253513,0.9073444,0.90661377,0.883941,0.9348465,0.85268027,0.6925906,0.51873004,0.88007313,0.9761484,0.6306533,0.73354274
FSIP1,0.91066474,0.35850167,0.6073544,0.2923011,0.99058825,0.2033984,0.7751789,0.4026007,0.20527233,1.2911394,0.96683455,0.04480321,0.04875045,0.17692295
AC023908.3,0.89070207,0.56871104,0.87767345,1.2052385,0.77526546,0.4618086,0.7166814,0.7867951,0.08646012,1.0471936,0.81880903,0.47145566,0.033636693,0.047771916
GPR176,0.6892396,0.27736637,0.93362474,0.18794037,0.7830548,0.54213214,0.23661676,0.22292817,0.033155106,0.623855,0.5762599,0.38923797,0.0088044815,0.11114347
AC023908.1,0.77164674,0.96910274,0.6633608,1.0285187,1.0153623,0.9836552,1.0449015,0.83135766,0.7715557,0.9524857,0.8883358,0.8330608,1.0143828,0.8194561
GPR176-DT,0.7536974,1.2708707,0.69260406,0.7868373,0.8994204,1.0386518,0.92032874,0.85378164,0.8325557,0.6683181,1.0184144,0.91084856,0.721239,0.7619319
EIF2AK4,1.7103567,0.5779903,0.61405295,0.9348749,1.3840514,0.95215786,1.273752,0.47679812,2.2279007,1.4085889,0.593409,4.558038,0.31406015,1.7545503
SRP14,0.81138074,0.32759508,0.27532318,0.32203516,1.2402424,0.4000012,0.3430407,0.08873727,0.41233248,0.24650869,0.59964377,0.34815353,0.21968311,0.57915205
SRP14-AS1,0.9186108,0.18195878,0.67744166,0.4047399,0.70012254,0.27317324,0.29879376,0.11293802,0.19235878,0.26855597,0.6102212,0.22268388,0.12982036,0.7394123
AC021755.2,0.90565795,0.8048965,0.8589661,0.853823,0.8487897,0.7185755,1.0563135,0.80953413,0.8632442,0.9448947,0.9942307,0.9201826,0.7960928,0.90716827
AC021755.3,0.9803113,0.95881313,1.0211397,1.0352601,0.94305557,0.5950342,0.77858543,0.90883416,0.54209274,0.8945312,0.7984246,0.78648937,0.61275846,0.82622707
BMF,0.8145289,0.27772376,0.35867077,0.1735552,0.5316555,0.13291034,0.21759751,0.101339325,0.5903919,0.12487111,0.5575331,1.2034742,0.034147687,0.16926783
BMF-AS1,0.9008349,0.8170954,1.0538902,0.6511462,1.2780912,0.69996125,0.85028106,1.0218301,0.6902433,0.848075,0.842355,0.741636,0.8348716,0.7315176
BUB1B,0.9964277,0.59386647,0.75810325,0.42876357,1.1314111,0.031139744,0.46317548,0.60915524,0.21921411,0.5333749,0.7177522,0.07109876,0.12777233,0.19918595
PAK6,0.85662276,0.38734508,0.98942566,0.32343006,0.7584354,0.024152467,0.5602881,0.26337585,0.0075803963,0.3480154,0.7044844,0.081815496,0.007932693,0.08769892
AC020658.4,0.94499284,1.0673282,0.8584657,0.9435124,0.90226746,1.1354876,0.9807127,1.0912689,0.6902815,0.9498359,0.89042944,0.871122,1.2066294,0.79460895
AC020658.3,0.90954137,1.0597894,0.71114606,0.88997453,1.208028,0.7279796,0.85142416,0.77320105,0.9494639,0.9657043,0.7510928,0.83253086,1.3490859,0.91835684
C15orf56,0.9800451,0.99980223,0.9614712,0.97954255,0.9943969,0.91385585,0.96617573,0.673618,0.74623185,0.7325856,0.9815352,0.829272,0.5607504,0.5482432
PLCB2,0.835435,0.2686859,0.3142225,0.09804934,1.0166328,0.08009217,0.19088557,0.43281707,1.0569998,0.509389,0.57827526,0.08100718,0.3144126,0.14666806
ANKRD63,0.9158991,1.0454296,1.132554,1.1562743,0.8364906,0.8033191,0.8238649,1.0123461,1.0551933,1.0474719,0.81934655,0.86316603,0.6891196,0.9095799
AC020658.5,1.2499897,0.46630856,0.75593024,0.29849574,0.81345284,0.027126083,0.28638914,0.437575,0.10419826,0.41624087,0.64821887,0.03034968,0.021080198,0.011862243
PLCB2-AS1,0.9328367,0.8749734,0.75558686,0.89750254,0.95710135,0.65517527,0.9073365,0.80830777,0.6050287,1.0005778,0.822971,0.70195866,0.36294615,0.56378126
AC020658.2,1.0844691,0.96473914,1.2083931,0.8275514,0.97812337,0.97396797,1.0394576,0.8737797,0.85813487,0.99771476,0.48624876,0.95169187,0.8168804,0.69899005
INAFM2,0.72689486,0.34501982,0.31886867,0.24854913,0.57893384,0.04104035,0.36250678,0.12685025,0.27510107,0.1629494,0.59290284,0.0646934,0.035130326,0.083172835
CCDC9B,0.814827,0.18894316,0.3635332,0.19300684,0.7370442,0.122921266,0.6487731,0.48359722,0.17538977,0.15333371,0.8310533,0.052095745,0.024539428,0.34261313
PHGR1,0.8928086,1.0568016,0.9978572,0.9707017,0.8970282,0.6076259,0.9646364,0.8915147,0.21354437,0.7175377,1.0219437,0.55180764,0.049110368,0.1439233
DISP2,0.8691123,0.71874523,0.98661155,0.664378,1.0960622,0.32106066,0.9011827,0.8755364,0.090500236,0.8096418,0.9318777,0.4106793,0.027705133,0.028806452
AC013356.4,1.3087373,1.0271719,1.0260916,0.7482865,0.9824492,1.0647159,0.95457566,0.92772657,0.97748893,0.69464445,0.779666,1.0487673,0.7295721,0.8614168
KNSTRN,0.91289467,0.5776563,0.68380886,0.48805073,0.7119175,0.09945954,0.48180372,0.5089928,0.08536102,0.6787814,0.76605946,0.16950086,0.022264972,0.12491836
IVD,0.6745971,0.7131408,0.3448043,0.63558555,0.48193797,0.45226192,1.2588801,0.22194898,0.55912364,1.0643029,0.6364017,0.50725675,0.25391236,1.068599
BAHD1,0.88588184,0.33247226,0.47778198,0.1952483,0.5416751,0.08825083,1.4502555,0.41048488,0.335226,0.43670616,0.73380065,0.12445966,0.1620107,0.4308644
AC013356.3,0.99385566,0.8578278,0.91996205,1.1600983,0.9598449,0.9175299,0.95487905,0.9380502,0.68421644,1.0733225,1.0469246,1.2379695,0.82034737,0.76808494
AC013356.2,0.69848835,0.88833404,0.7628876,0.9431203,1.124378,1.0017353,0.96612495,1.031114,0.6945369,1.0243527,1.0536493,1.012982,0.5872914,0.695585
CHST14,0.804661,0.6297484,0.98481953,0.5036244,0.7595997,0.21038552,0.63957644,0.94608885,0.06608559,0.64646876,0.84741014,0.17194796,0.006434289,0.060036637
AC091045.1,1.0603244,0.28777856,0.4213517,0.11307877,0.6144637,0.16422126,0.2367311,0.22987354,0.1761703,0.315328,0.7472074,0.38846922,0.107073344,0.4648439
CCDC32,1.4661659,0.8199771,0.34217906,0.47843575,1.0550019,0.28567272,1.2433888,0.75279254,0.6539515,0.5184833,0.5805257,1.9763188,0.35823384,1.4071319
RPUSD2,0.7788042,0.5197867,0.7849542,0.33600482,1.2471813,0.042351246,0.62649184,0.36511818,0.048250232,0.3811284,0.65829813,0.063937634,0.018998288,0.106974944
KNL1,0.85288227,0.47029418,0.71612656,0.699385,1.385867,0.093403995,0.5461681,1.2287382,0.3555913,0.3722504,0.88830876,0.106181815,0.14142756,0.38470027
AC022405.1,0.82295376,0.82468057,0.72133166,0.83900064,1.0184429,0.9315035,0.8198901,0.74728614,0.85734856,0.88771194,0.9634042,0.76589036,0.5633553,0.64648736
RAD51-AS1,0.6925802,0.6014256,1.3161546,1.166255,1.4193962,0.5012896,1.0613853,0.5237804,0.19644138,0.26015735,0.58058715,0.8615966,0.42347705,2.4655793
RAD51,1.0257268,0.7917329,0.885171,0.6638599,0.9652155,0.22232585,0.9705194,0.7374537,0.060013566,0.8046268,0.8327588,0.2150674,0.047558617,0.12191138
RMDN3,0.6575807,0.15476571,0.330234,0.28056413,0.6098261,0.18470098,0.12963943,0.35820988,0.55866545,0.1340439,0.6198364,0.34800735,0.22092968,0.8051412
GCHFR,0.7344283,0.71506584,0.6207395,0.18607719,1.0338243,0.091517426,0.24766383,0.24286303,0.087867595,0.37181515,0.93224305,0.048192818,0.07917713,0.029316744
DNAJC17,0.98073685,0.14808318,0.36502427,0.7048348,0.6135415,0.39201766,1.2555478,0.8884256,0.4756413,0.5406011,1.0981069,0.23901716,0.20418541,1.222922
C15orf62,0.8504654,0.9509143,0.795949,0.8224836,0.86935115,0.8083999,0.7657922,1.1077384,0.90992254,0.99822694,1.0431505,0.79760164,0.697956,0.6278266
ZFYVE19,0.42368856,0.15331398,0.3682972,0.9854682,0.5822308,0.14568028,0.45796138,0.116792195,0.2533996,0.14140563,0.68660235,0.06401374,0.16862777,0.9437618
PPP1R14D,1.1377416,0.25793207,0.5637407,0.20640546,0.80913013,0.023344073,0.33929625,0.26169208,0.028992735,0.21321897,1.0157992,0.024604356,0.008426152,0.1360959
SPINT1-AS1,0.83322823,0.14236204,0.36097923,0.18114932,0.5206954,0.030418005,0.7506324,0.22938263,0.040223084,0.14953092,0.6042207,0.19400974,0.0042210217,0.890005
SPINT1,0.8222538,0.12153976,0.5845967,1.0707049,0.48159856,0.039086256,0.34446347,0.27579182,0.21211068,0.26373893,1.2355734,0.08214837,0.05908429,1.9709605
RHOV,0.94789207,0.8336279,0.9136466,0.67764914,1.0530779,0.11000932,0.65098304,0.52623284,0.008949531,0.659385,0.83027893,0.15847304,0.0053428807,0.1047964
AC025166.1,0.8418852,1.1346587,0.9607852,0.7965751,0.9131688,0.8434055,0.89708894,0.9922872,0.9179881,0.85772264,0.89403415,0.8454766,0.8001834,0.78872883
VPS18,0.8837713,0.3629547,0.49487874,0.24993236,0.641354,0.07951633,0.11957397,0.47760415,0.15293527,0.18784182,0.91351074,0.1087116,0.03874444,0.2690804
AC020661.1,0.7243925,0.8547313,0.74848163,0.978215,1.1601583,0.7536419,0.81944275,0.8442378,0.6703416,0.815882,0.93474966,0.9137558,0.86629605,0.6072657
DLL4,0.8314665,0.7058588,0.72374886,0.67554086,1.1682279,0.22761364,0.64401126,0.5731875,0.031475414,0.66589785,0.9500316,0.2607013,0.013657628,0.021167692
CHAC1,0.99473834,0.9646108,0.79892725,1.0063384,0.8002527,0.92292535,0.9658512,0.9086392,0.7236034,0.9205586,0.7493644,0.7084351,0.72426033,0.89106196
INO80,2.1910233,1.1273632,1.9638445,1.5376451,2.3315675,1.6128557,1.5325242,1.1503981,1.7988598,0.9198389,2.4647079,1.5062672,0.7867256,4.78667
AC020661.3,0.84692144,0.18933232,1.1355011,0.13414739,0.9433506,0.107245415,0.16374883,0.14439417,0.050525237,0.16223238,1.0500195,0.06674312,0.07026975,0.33359435
AC020661.2,0.96160626,0.45059034,0.690669,0.3347035,0.69364125,0.030598197,0.43867832,0.3915651,0.04347417,0.33998463,0.757828,0.031801105,0.009373498,0.08954618
INO80-AS1,0.94996524,0.22303145,0.63273823,0.27474517,0.7450021,0.078742646,0.41154203,0.15527429,0.10161173,0.21684888,0.8599043,0.024368752,0.05219597,0.3542862
AC020661.4,0.91709393,0.8091728,0.9406439,0.9064051,1.0730836,0.652978,0.8975114,0.8666106,0.44439,0.8370554,1.017915,0.7391188,0.29438385,0.29350916
EXD1,1.1699773,0.97198254,0.91659445,0.853189,0.85855144,0.9497859,0.8681123,0.7890725,0.65605134,0.9384909,0.93178195,0.94411486,0.49062857,0.59056675
CHP1,1.4457463,0.17789581,0.2557717,0.899895,0.40884915,0.19176868,0.9051442,0.19872954,0.42788538,0.7374374,0.61172897,0.36420006,0.15189667,3.8676572
OIP5-AS1,0.70088387,0.6682272,1.7584978,1.6020485,1.5797886,1.1131042,1.8408235,0.7342303,1.0820456,0.7580812,1.9963256,1.2034875,0.84020925,2.866285
OIP5,1.0808586,0.29984763,1.0918375,0.19724312,0.7629074,0.11792375,0.515466,0.37235433,0.054490376,0.21470799,1.0456319,0.12552024,0.08621216,0.24091558
NUSAP1,0.78356826,0.43640295,0.7641126,0.32771,1.064053,0.07598096,0.28817242,0.8943846,0.3993223,0.57843596,0.74202585,0.289062,0.18347132,0.38952368
AC087721.1,0.79369646,1.139861,0.9793886,0.86099,0.5523914,0.7390026,0.85203147,0.85440916,0.9237713,0.97990745,1.0053493,1.2422483,0.79455316,0.6416254
NDUFAF1,0.7764311,0.38291112,0.44835994,0.12129313,0.6275927,0.15615313,0.38209406,0.26524448,0.22692208,0.16723308,0.66194636,0.15342402,0.108344726,0.34096897
RTF1,1.4073262,0.33674115,0.6354364,1.041126,0.4615672,0.75125873,0.8018561,0.57309276,0.78071785,0.36910152,0.6399125,0.92470634,0.5127174,1.5312784
ITPKA,0.92209125,0.6633997,0.8418899,0.42875138,0.86619025,0.1403685,0.6146028,0.713437,0.015662776,0.6838968,0.8999781,0.21824338,0.02245637,0.10578383
LTK,0.8871345,0.40595406,0.51113033,0.14949995,0.7986185,0.018009894,0.22178273,0.26009083,0.007514664,0.33057934,0.9595977,0.27453896,0.20165476,0.02535934
RPAP1,0.76652026,0.17865247,0.43637452,0.22051685,0.4948003,0.16115804,0.37595442,0.3103231,0.15346473,0.14793247,0.54994494,0.22328664,0.10426644,0.5669027
TYRO3,0.74340767,0.3015847,0.9188556,0.14983311,0.67355746,0.13970242,0.16702437,0.14327355,0.030730806,0.22159198,0.7266895,0.0647895,0.022393065,0.17974502
AC016134.1,0.86627406,0.5827129,0.6970418,0.27454945,0.8611095,0.048672333,0.4739238,0.4145953,0.031163983,0.4256942,0.67309844,0.060565177,0.005486685,0.08733864
MGA,3.2012594,1.087752,2.4217627,1.4938629,0.96609724,1.4441998,2.3502421,0.9306258,1.9894319,1.8271862,1.6219434,1.3199072,1.010334,4.572568
AC073657.1,0.8942149,0.89771825,0.88256246,0.86036116,0.9356152,0.8548475,1.0098742,0.9956543,0.7311073,0.88182694,0.9115597,0.72619575,0.88964593,0.7987858
MAPKBP1,0.8399418,0.46377045,0.35910532,0.6445506,0.7171958,0.66259,1.9936337,1.0018456,0.41897306,0.27788383,1.0479809,0.19065276,0.3103074,1.4620472
AC020659.2,0.8749104,1.0899726,0.97578126,1.018559,0.99648875,0.7544392,0.97055274,0.94655377,1.011727,0.97860104,1.0020894,0.63814306,0.7653169,0.54257685
JMJD7,0.65631443,0.14982894,0.5082941,0.18171501,0.4299145,0.015809022,0.07920246,0.10466345,0.039019115,0.12882586,0.5779022,0.1482442,0.10599867,0.18457747
PLA2G4B,0.75824183,0.14056708,0.61304456,0.08845047,0.7378096,0.12523025,0.5553877,0.2893031,0.27306223,0.13370562,0.58154523,0.15447307,0.23252445,0.30580547
SPTBN5,0.9635266,0.23844235,0.588112,0.25170287,0.95162755,0.04391256,0.17388852,0.26613256,0.16434768,0.22550252,0.8947019,0.09307541,0.046139874,0.07580111
AC020659.1,1.4282482,0.17774223,0.4569411,0.36338133,0.6907718,0.07083956,0.14289387,0.30032003,0.0313778,0.35115805,0.760643,0.085180655,0.2675522,0.087891385
EHD4,0.5471422,0.15588556,0.71823937,0.368766,1.9938686,0.07928598,0.23798598,0.79667044,0.66570807,0.27405745,0.67208153,0.28068712,0.180892,1.2591529
AC039056.2,1.010255,0.95326996,1.1180389,0.96082276,1.0274029,1.2259175,1.0051163,0.87430006,0.5700998,0.81835955,1.041758,0.66769964,0.33803588,0.34481424
EHD4-AS1,0.83416325,1.0577881,0.865976,1.0875621,0.8555865,0.3557838,0.7342182,0.9021129,0.037030242,0.7466197,1.1622136,0.40236974,0.010822511,0.12244845
PLA2G4E-AS1,1.0750437,1.0183986,0.95796084,1.1717428,0.8139536,0.70639515,0.9283381,0.87627244,0.5655702,0.90380377,0.88095134,0.8918038,0.4344929,0.51862526
PLA2G4E,1.0385871,0.9426122,0.923603,0.8247994,0.7839464,0.7774721,1.0103394,0.8368999,0.380407,1.0372933,0.7878258,1.0000868,0.6847093,0.41803345
AC039056.1,0.91018724,1.1858331,1.0137327,0.9100615,1.0441662,1.002735,0.8514332,0.85470164,0.83191204,0.79570305,0.84263337,0.97191554,0.7559173,0.65100384
PLA2G4D,0.86279875,1.1944765,0.8302161,1.1197813,0.98258406,1.087262,0.78010803,0.6958763,0.6976424,0.9585016,0.97495437,0.8773444,0.88990664,0.7774235
PLA2G4F,0.86376953,0.7936159,0.9572238,0.847021,1.0318359,0.80038774,0.7053643,0.8194652,0.7431763,0.71843606,0.8323443,0.7378293,0.4432616,0.7451594
VPS39,0.6906814,0.94055516,0.27873272,1.4289782,0.48643312,0.8988051,1.3371778,0.8249297,1.3501084,0.63949883,0.7330169,1.076578,0.73309726,2.2403839
AC036103.1,0.8370185,0.16354765,0.44919258,0.3302432,0.67058563,0.06538817,0.14337195,0.12946081,0.07291855,0.11248848,0.65419143,0.15462402,0.034772504,0.5380936
TMEM87A,0.88215274,1.0689135,0.54840535,2.6427274,1.4265163,1.5664423,1.9125589,1.0926418,1.748322,0.91225064,1.6486099,2.0667129,1.4724817,5.819789
GANC,1.7784778,1.6586071,0.3468488,0.9473892,0.6531579,1.5899552,1.1061975,0.9798859,2.4242065,0.5539783,1.440567,1.5173728,0.52895886,1.9401561
CAPN3,0.6477849,0.6894855,0.29409945,0.6131688,0.8443988,0.42313504,0.44221804,0.4514523,0.9229651,0.23778619,0.57853323,0.3620132,0.16835482,0.2866977
ZNF106,0.5185295,1.3719524,0.7241941,0.50170094,0.5249357,0.97469133,1.180195,0.96075016,2.1338632,0.5178768,0.58054215,0.8314617,0.59205645,2.4073546
SNAP23,0.85180336,0.77133113,0.6781514,1.2739094,0.4154386,0.6463523,1.3099116,0.6909526,1.6047817,1.2380813,1.7349596,0.8886343,0.49385095,4.1572814
AC018362.1,0.51678115,0.3181561,1.1257857,1.2127929,1.5047328,0.6273847,0.8395327,0.7719144,1.2973493,0.6673545,1.5731002,0.5338637,0.30189374,3.8389816
LRRC57,0.81894124,0.2712551,0.37956864,0.20998816,0.61174965,0.23971367,0.6872134,0.17060879,0.29908955,0.19384213,0.99384534,0.14358516,0.12666045,0.24909206
HAUS2,0.9377667,0.22872217,0.5255235,0.14191893,0.54535365,0.16990118,0.48835304,0.45583633,0.17937386,0.1863975,0.7314687,0.30762696,0.1200079,0.47182524
AC018362.2,1.1332523,0.87499267,0.9493331,0.9328929,0.86369103,0.8721758,0.81831527,0.8889583,0.6998168,0.83197016,1.0346323,0.91274697,0.7021206,0.67380846
STARD9,0.9686942,0.3220849,0.4195781,0.11008285,1.2888513,1.687035,1.416371,0.90874916,0.86464494,0.2901994,0.6229966,0.345521,0.448575,0.091829985
CDAN1,0.75042164,0.18726191,0.42345434,0.4634912,0.55140734,0.1887451,0.2780401,0.28814945,0.10440684,0.29616788,0.6365524,0.21904981,0.05116297,0.20580773
AC090510.3,1.1015291,0.90575683,1.0787706,0.83866096,0.8532568,1.0929344,1.0212185,0.71008235,0.6341072,0.76930255,0.83287114,0.8331568,0.6985658,0.7363632
AC090510.2,0.687282,1.116235,0.94800013,1.0259757,1.0043825,0.9814422,0.93847454,0.73604935,0.53876823,0.69831437,0.75013113,0.9372112,0.55225116,0.2686676
TTBK2,0.6849202,0.5744978,1.864306,0.6089837,0.5435476,2.0644927,3.4148242,0.73956335,2.915908,1.2401898,2.6199424,1.8270295,1.1046253,2.4311764
AC090510.1,1.0989169,0.8291267,1.0234412,0.68630356,0.77417344,0.26338297,0.8147934,0.8304547,0.111273915,0.7669454,0.8325446,0.38317615,0.025859356,0.05617364
AC090510.4,1.002661,0.8160662,0.9080991,0.9234354,0.85134244,0.75864214,0.7378685,1.0402826,0.82237935,0.9840642,0.9661231,0.77795035,0.43232688,0.7826005
UBR1,0.5931811,1.2819767,2.414063,4.315466,1.2098266,3.4840221,3.4347863,1.6161228,2.4801612,2.9395945,1.0755805,2.024775,1.9756268,7.208085
AC068724.3,1.6388537,0.9148039,0.8595774,0.66723573,0.48928535,0.46373007,0.731207,0.77250713,0.42486572,0.6943407,1.1352754,0.2032991,0.26642656,1.7271281
TMEM62,0.69863474,1.0697862,2.227441,0.9890203,0.43832478,0.5143473,0.7673015,0.10126555,0.8803172,0.7513755,1.0156287,0.7748104,0.5410675,2.6764953
AC068724.1,1.1424273,0.91783094,1.0163876,0.8128316,0.8754766,1.0172276,1.0468161,0.97244275,0.584318,1.0812356,0.7766257,1.01647,0.63496876,0.5590953
CCNDBP1,1.0178478,0.7545032,1.0701952,0.47386557,0.964933,0.37188628,0.46613783,0.44364488,0.5172674,0.28659618,0.7847872,0.5549371,0.38785285,0.9019552
EPB42,0.65811396,1.0340728,0.7396461,1.0690653,0.9162404,0.79911524,0.74351877,0.94514334,0.87033105,0.75646126,0.7953106,0.9439568,0.8368855,0.94172156
TGM5,1.2361407,0.90972275,1.0412334,0.8658552,0.9947653,0.6810375,0.8975115,0.96169287,1.0032538,0.89165926,0.76668376,0.7043717,0.88397706,0.82707834
TGM7,0.7987344,0.8831772,0.9222872,0.81481206,1.1090323,0.70661557,0.906509,0.77625066,0.6154798,0.8802082,0.81455594,0.6286296,0.48186842,0.55731016
